	Unnamed							
Time	ax	ay	az	qx	qy	qz	qw
19,488	-0,534	-0,167	-1,484	0,490	-0,386	0,763	0,166
19,504	-0,829	-0,260	-1,392	0,519	-0,371	0,747	0,184
19,520	-1,041	-0,338	-1,322	0,551	-0,357	0,725	0,203
19,536	-1,185	-0,389	-1,319	0,587	-0,344	0,698	0,220
19,552	-1,302	-0,402	-1,403	0,623	-0,333	0,665	0,238
19,568	-1,443	-0,394	-1,544	0,659	-0,323	0,628	0,255
19,584	-1,635	-0,392	-1,678	0,692	-0,310	0,590	0,275
19,600	-1,872	-0,420	-1,736	0,722	-0,295	0,552	0,296
19,616	-2,104	-0,508	-1,647	0,748	-0,274	0,517	0,318
19,632	-2,245	-0,650	-1,349	0,767	-0,247	0,486	0,342
19,648	-2,216	-0,785	-0,821	0,781	-0,210	0,462	0,366
19,664	-1,998	-0,825	-0,076	0,790	-0,166	0,445	0,390
19,680	-1,619	-0,666	0,850	0,793	-0,114	0,435	0,411
19,696	-1,118	-0,258	1,877	0,793	-0,057	0,430	0,427
19,712	-0,436	0,371	2,949	0,790	0,006	0,428	0,438
19,728	0,265	0,843	3,634	0,790	0,058	0,424	0,440
19,744	0,972	1,021	3,883	0,794	0,101	0,413	0,437
19,760	1,580	0,880	3,650	0,803	0,134	0,395	0,431
19,776	2,024	0,538	3,033	0,816	0,155	0,368	0,424
19,792	2,316	0,144	2,230	0,830	0,167	0,335	0,418
19,808	2,500	-0,208	1,417	0,843	0,170	0,298	0,416
19,824	2,620	-0,481	0,683	0,853	0,168	0,260	0,420
19,840	2,729	-0,626	0,102	0,859	0,161	0,224	0,431
19,856	2,527	-0,611	-0,097	0,861	0,150	0,194	0,447
19,872	1,903	-0,512	0,139	0,857	0,136	0,171	0,468
19,888	0,955	-0,314	0,687	0,850	0,121	0,155	0,490
19,904	-0,048	-0,047	1,386	0,842	0,110	0,147	0,510
19,920	-0,760	0,249	2,053	0,834	0,106	0,147	0,524
19,936	-1,049	0,514	2,497	0,828	0,111	0,153	0,531
19,952	-0,977	0,663	2,631	0,826	0,123	0,161	0,528
19,968	-0,676	0,652	2,475	0,827	0,139	0,166	0,518
19,984	-0,265	0,523	2,099	0,834	0,159	0,167	0,501
20,000	0,172	0,364	1,589	0,843	0,179	0,165	0,478
20,016	0,572	0,257	1,021	0,854	0,198	0,162	0,450
20,032	0,885	0,231	0,469	0,867	0,214	0,160	0,419
20,048	1,094	0,257	0,004	0,880	0,226	0,161	0,386
20,064	1,211	0,287	-0,330	0,892	0,233	0,163	0,353
20,080	1,249	0,288	-0,551	0,905	0,233	0,169	0,317
20,096	1,218	0,248	-0,645	0,915	0,227	0,175	0,288
20,112	1,154	0,177	-0,673	0,924	0,216	0,182	0,263
20,128	1,086	0,092	-0,656	0,932	0,201	0,193	0,241
20,144	1,037	-0,003	-0,600	0,936	0,182	0,207	0,224
20,160	1,007	-0,103	-0,515	0,938	0,161	0,227	0,211
20,176	0,998	-0,201	-0,391	0,936	0,138	0,253	0,201
20,192	1,011	-0,294	-0,210	0,930	0,113	0,286	0,195
20,208	1,025	-0,376	0,056	0,919	0,086	0,327	0,191
20,224	0,996	-0,437	0,425	0,902	0,057	0,374	0,191
20,240	0,868	-0,468	0,843	0,880	0,026	0,425	0,193
20,256	0,605	-0,474	1,221	0,853	-0,008	0,477	0,197
20,272	0,215	-0,463	1,486	0,821	-0,044	0,528	0,202
20,288	-0,247	-0,448	1,584	0,786	-0,082	0,575	0,206
20,304	-0,702	-0,437	1,476	0,750	-0,123	0,617	0,208
20,320	-1,076	-0,439	1,156	0,713	-0,164	0,653	0,207
20,336	-1,332	-0,446	0,658	0,677	-0,205	0,682	0,202
20,352	-1,456	-0,430	0,050	0,642	-0,246	0,705	0,195
20,368	-1,463	-0,370	-0,582	0,609	-0,284	0,723	0,184
20,384	-1,177	-0,112	-1,593	0,551	-0,350	0,746	0,159
20,400	-1,177	-0,112	-1,593	0,551	-0,350	0,746	0,159
20,416	-0,898	0,049	-1,904	0,526	-0,376	0,753	0,144
20,432	-0,552	0,204	-2,106	0,505	-0,398	0,758	0,128
20,448	-0,178	0,333	-2,219	0,488	-0,415	0,763	0,113
20,464	0,214	0,436	-2,248	0,471	-0,429	0,767	0,098
20,480	0,496	0,491	-2,191	0,459	-0,437	0,771	0,087
20,496	0,673	0,511	-2,074	0,449	-0,440	0,775	0,082
20,512	0,740	0,495	-1,919	0,442	-0,439	0,779	0,080
20,528	0,655	0,349	-1,582	0,442	-0,427	0,784	0,090
20,544	0,582	0,231	-1,446	0,450	-0,416	0,784	0,100
20,560	0,582	0,231	-1,446	0,450	-0,416	0,784	0,100
20,576	0,518	0,103	-1,356	0,463	-0,404	0,780	0,112
20,592	0,410	-0,133	-1,349	0,501	-0,380	0,764	0,140
20,608	0,322	-0,236	-1,435	0,525	-0,368	0,750	0,156
20,624	0,170	-0,336	-1,560	0,551	-0,358	0,733	0,173
20,640	-0,056	-0,430	-1,693	0,578	-0,350	0,711	0,192
20,656	-0,349	-0,512	-1,809	0,605	-0,343	0,686	0,212
20,672	-0,682	-0,567	-1,894	0,632	-0,336	0,658	0,234
20,688	-1,029	-0,590	-1,934	0,658	-0,330	0,627	0,257
20,704	-1,363	-0,588	-1,911	0,682	-0,322	0,593	0,283
20,720	-1,664	-0,565	-1,824	0,704	-0,312	0,558	0,309
20,736	-1,934	-0,532	-1,668	0,724	-0,300	0,522	0,337
20,752	-2,184	-0,513	-1,425	0,742	-0,282	0,486	0,366
20,768	-2,400	-0,530	-1,060	0,757	-0,259	0,451	0,396
20,784	-2,530	-0,567	-0,535	0,770	-0,229	0,417	0,426
20,800	-2,493	-0,564	0,167	0,779	-0,192	0,385	0,456
20,816	-2,157	-0,410	1,100	0,786	-0,142	0,354	0,485
20,832	-1,538	-0,077	1,962	0,790	-0,091	0,330	0,507
20,848	-0,651	0,378	2,689	0,794	-0,038	0,308	0,524
20,864	0,371	0,792	3,130	0,797	0,012	0,286	0,534
20,880	1,344	1,024	3,214	0,802	0,056	0,262	0,539
20,896	2,109	1,041	2,979	0,808	0,091	0,236	0,539
20,912	2,608	0,887	2,545	0,814	0,116	0,208	0,536
20,928	2,881	0,637	2,029	0,820	0,130	0,181	0,533
20,944	3,005	0,403	1,535	0,825	0,135	0,155	0,532
20,960	2,762	0,210	1,366	0,827	0,133	0,135	0,533
20,976	2,122	0,070	1,550	0,828	0,125	0,121	0,537
20,992	1,253	-0,034	1,911	0,826	0,116	0,112	0,541
21,008	0,367	-0,098	2,297	0,825	0,109	0,107	0,546
21,024	-0,333	-0,108	2,571	0,824	0,107	0,105	0,547
21,040	-0,737	-0,060	2,661	0,826	0,111	0,105	0,543
21,056	-0,816	0,029	2,552	0,829	0,124	0,106	0,533
21,072	-0,619	0,129	2,256	0,836	0,142	0,107	0,517
21,088	-0,239	0,207	1,825	0,845	0,166	0,108	0,494
21,104	0,213	0,245	1,327	0,855	0,190	0,107	0,467
21,120	0,639	0,238	0,822	0,867	0,213	0,104	0,436
21,136	0,964	0,195	0,354	0,879	0,232	0,099	0,404
21,152	1,158	0,136	-0,043	0,891	0,245	0,093	0,371
21,168	1,232	0,083	-0,352	0,903	0,253	0,088	0,340
21,184	1,202	0,046	-0,583	0,915	0,254	0,086	0,307
21,200	1,110	0,031	-0,695	0,925	0,249	0,089	0,280
21,216	0,985	0,023	-0,728	0,933	0,240	0,098	0,256
21,232	0,850	0,006	-0,703	0,939	0,226	0,113	0,236
21,248	0,731	-0,023	-0,636	0,944	0,209	0,136	0,219
21,264	0,672	-0,053	-0,533	0,945	0,190	0,166	0,206
21,280	0,714	-0,079	-0,399	0,943	0,169	0,204	0,197
21,296	0,826	-0,136	-0,250	0,937	0,146	0,246	0,191
21,312	0,924	-0,252	-0,073	0,927	0,121	0,293	0,191
21,328	0,914	-0,407	0,133	0,913	0,093	0,341	0,195
21,344	0,776	-0,539	0,357	0,894	0,063	0,390	0,203
21,360	0,553	-0,593	0,604	0,869	0,031	0,442	0,213
21,376	0,287	-0,564	0,870	0,839	-0,003	0,493	0,224
21,392	-0,003	-0,475	1,105	0,803	-0,038	0,545	0,232
21,408	-0,316	-0,366	1,249	0,763	-0,074	0,596	0,238
21,424	-0,641	-0,279	1,255	0,719	-0,112	0,643	0,239
21,440	-0,959	-0,247	1,095	0,672	-0,151	0,686	0,236
21,456	-1,248	-0,278	0,770	0,624	-0,192	0,724	0,227
21,472	-1,474	-0,345	0,302	0,575	-0,234	0,756	0,214
21,488	-1,590	-0,390	-0,265	0,529	-0,277	0,781	0,198
21,504	-1,576	-0,357	-0,861	0,485	-0,319	0,799	0,178
21,520	-1,446	-0,226	-1,408	0,446	-0,359	0,809	0,156
21,536	-1,213	-0,021	-1,853	0,413	-0,397	0,814	0,132
21,552	-0,875	0,209	-2,169	0,386	-0,431	0,813	0,108
21,568	-0,385	0,442	-2,355	0,366	-0,463	0,808	0,081
21,584	0,126	0,599	-2,382	0,355	-0,486	0,801	0,058
21,600	0,656	0,692	-2,300	0,351	-0,502	0,793	0,036
21,616	1,145	0,719	-2,139	0,352	-0,513	0,785	0,018
21,632	1,537	0,683	-1,945	0,358	-0,518	0,779	0,006
21,648	1,784	0,598	-1,763	0,366	-0,519	0,774	0,000
21,664	1,853	0,480	-1,630	0,377	-0,516	0,770	0,001
21,680	1,729	0,355	-1,551	0,389	-0,509	0,768	0,011
21,696	1,425	0,242	-1,515	0,401	-0,499	0,767	0,027
21,712	0,984	0,154	-1,505	0,415	-0,487	0,766	0,049
21,728	0,472	0,090	-1,506	0,430	-0,473	0,764	0,076
21,744	-0,039	0,035	-1,514	0,446	-0,457	0,761	0,105
21,760	-0,493	-0,030	-1,526	0,466	-0,440	0,755	0,134
21,776	-0,856	-0,120	-1,542	0,488	-0,421	0,746	0,163
21,792	-1,118	-0,236	-1,559	0,515	-0,403	0,733	0,190
21,808	-1,292	-0,362	-1,572	0,544	-0,385	0,714	0,215
21,824	-1,403	-0,475	-1,577	0,576	-0,367	0,690	0,238
21,840	-1,486	-0,556	-1,572	0,609	-0,349	0,662	0,262
21,856	-1,579	-0,599	-1,553	0,643	-0,331	0,629	0,285
21,872	-1,702	-0,609	-1,501	0,675	-0,313	0,593	0,308
21,888	-1,847	-0,601	-1,385	0,704	-0,292	0,556	0,332
21,904	-2,005	-0,592	-1,175	0,729	-0,269	0,519	0,358
21,920	-2,160	-0,605	-0,832	0,750	-0,241	0,484	0,384
21,936	-2,270	-0,654	-0,270	0,768	-0,204	0,448	0,412
21,952	-2,237	-0,685	0,398	0,780	-0,165	0,419	0,437
21,968	-2,011	-0,634	1,191	0,787	-0,118	0,395	0,460
21,984	-1,550	-0,418	2,018	0,792	-0,066	0,373	0,479
22,000	-0,865	-0,021	2,731	0,794	-0,011	0,354	0,492
22,016	-0,027	0,457	3,205	0,797	0,045	0,336	0,500
22,032	0,857	0,843	3,369	0,799	0,097	0,318	0,502
22,048	1,668	0,998	3,206	0,804	0,140	0,297	0,500
22,064	2,316	0,916	2,761	0,811	0,174	0,274	0,493
22,080	2,788	0,701	2,134	0,818	0,197	0,248	0,486
22,096	3,144	0,445	1,443	0,826	0,208	0,222	0,481
22,112	3,459	0,186	0,784	0,832	0,210	0,197	0,479
22,128	3,465	0,000	0,391	0,836	0,201	0,173	0,483
22,144	2,902	-0,169	0,391	0,837	0,182	0,152	0,494
22,160	1,804	-0,296	0,728	0,835	0,157	0,134	0,508
22,176	0,497	-0,336	1,270	0,831	0,132	0,119	0,525
22,192	-0,582	-0,251	1,839	0,827	0,113	0,111	0,539
22,208	-1,183	-0,066	2,273	0,824	0,104	0,111	0,547
22,224	-1,291	0,156	2,471	0,822	0,106	0,116	0,548
22,240	-1,041	0,335	2,405	0,824	0,118	0,122	0,541
22,256	-0,585	0,446	2,094	0,828	0,135	0,127	0,528
22,272	-0,040	0,501	1,605	0,836	0,154	0,129	0,509
22,288	0,496	0,516	1,041	0,846	0,173	0,129	0,486
22,304	0,985	0,482	0,454	0,859	0,189	0,127	0,456
22,320	1,283	0,405	0,040	0,873	0,198	0,127	0,428
22,336	1,436	0,291	-0,239	0,886	0,200	0,127	0,400
22,352	1,458	0,155	-0,393	0,899	0,196	0,129	0,373
22,368	1,377	0,013	-0,452	0,910	0,187	0,133	0,349
22,384	1,231	-0,113	-0,456	0,919	0,174	0,142	0,327
22,400	1,063	-0,213	-0,432	0,927	0,158	0,154	0,308
22,416	0,914	-0,279	-0,393	0,931	0,140	0,173	0,293
22,432	0,810	-0,314	-0,331	0,932	0,120	0,197	0,281
22,448	0,760	-0,334	-0,236	0,929	0,098	0,228	0,272
22,464	0,751	-0,355	-0,099	0,922	0,076	0,266	0,266
22,480	0,761	-0,381	0,088	0,910	0,053	0,309	0,263
22,496	0,759	-0,407	0,330	0,894	0,029	0,356	0,263
22,512	0,707	-0,425	0,619	0,871	0,005	0,407	0,266
22,528	0,567	-0,426	0,926	0,844	-0,020	0,459	0,271
22,544	0,019	-0,343	1,357	0,775	-0,074	0,559	0,284
22,560	0,019	-0,343	1,357	0,775	-0,074	0,559	0,284
22,576	-0,331	-0,273	1,393	0,735	-0,103	0,605	0,289
22,592	-0,690	-0,213	1,294	0,694	-0,134	0,647	0,291
22,608	-1,325	-0,186	0,734	0,608	-0,200	0,717	0,286
22,624	-1,557	-0,213	0,321	0,565	-0,235	0,744	0,277
22,640	-1,712	-0,248	-0,146	0,525	-0,271	0,766	0,265
22,656	-1,764	-0,266	-0,642	0,487	-0,307	0,782	0,249
22,672	-1,679	-0,230	-1,180	0,451	-0,347	0,794	0,227
22,688	-1,476	-0,129	-1,593	0,423	-0,382	0,799	0,204
22,704	-1,164	0,028	-1,906	0,400	-0,415	0,800	0,179
22,720	-1,164	0,028	-1,906	0,400	-0,415	0,800	0,179
22,736	-0,754	0,208	-2,122	0,383	-0,446	0,797	0,152
22,752	0,259	0,502	-2,330	0,365	-0,495	0,785	0,095
22,768	0,773	0,577	-2,317	0,363	-0,512	0,778	0,069
22,784	1,217	0,598	-2,222	0,364	-0,523	0,771	0,046
22,800	1,540	0,577	-2,056	0,368	-0,529	0,766	0,029
22,816	1,697	0,524	-1,835	0,374	-0,530	0,763	0,020
22,832	1,671	0,454	-1,583	0,382	-0,525	0,762	0,018
22,848	1,479	0,384	-1,323	0,391	-0,517	0,761	0,023
22,864	1,168	0,321	-1,084	0,403	-0,507	0,762	0,035
22,880	0,809	0,263	-0,900	0,416	-0,494	0,761	0,050
22,896	0,479	0,195	-0,808	0,432	-0,481	0,759	0,068
22,912	0,224	0,105	-0,832	0,452	-0,467	0,754	0,086
22,928	0,050	-0,010	-0,970	0,477	-0,453	0,745	0,104
22,944	-0,067	-0,145	-1,196	0,505	-0,439	0,732	0,122
22,960	-0,171	-0,289	-1,470	0,537	-0,425	0,714	0,140
22,976	-0,298	-0,426	-1,745	0,571	-0,411	0,692	0,158
22,992	-0,477	-0,539	-1,978	0,605	-0,397	0,665	0,177
23,008	-0,715	-0,614	-2,131	0,639	-0,383	0,635	0,199
23,024	-1,001	-0,647	-2,180	0,671	-0,368	0,603	0,223
23,040	-1,345	-0,639	-2,105	0,704	-0,350	0,565	0,252
23,056	-1,648	-0,606	-1,926	0,729	-0,333	0,531	0,279
23,072	-1,918	-0,575	-1,660	0,750	-0,312	0,497	0,307
23,088	-2,130	-0,580	-1,323	0,768	-0,289	0,466	0,336
23,104	-2,274	-0,640	-0,923	0,782	-0,261	0,436	0,365
23,120	-2,332	-0,737	-0,450	0,793	-0,229	0,410	0,393
23,136	-2,269	-0,815	0,127	0,799	-0,190	0,387	0,420
23,152	-2,050	-0,796	0,818	0,803	-0,145	0,368	0,445
23,168	-1,655	-0,626	1,570	0,804	-0,095	0,353	0,467
23,184	-1,078	-0,280	2,289	0,804	-0,040	0,340	0,485
23,200	-0,342	0,204	2,858	0,802	0,015	0,328	0,498
23,216	0,473	0,692	3,167	0,802	0,068	0,315	0,505
23,232	1,245	1,013	3,161	0,803	0,114	0,298	0,507
23,248	1,863	1,070	2,864	0,806	0,150	0,276	0,506
23,264	2,292	0,892	2,385	0,811	0,175	0,250	0,505
23,280	2,575	0,589	1,858	0,816	0,190	0,220	0,504
23,296	2,808	0,260	1,359	0,820	0,194	0,189	0,508
23,312	2,947	0,067	1,017	0,822	0,190	0,158	0,515
23,328	2,618	0,055	1,110	0,821	0,178	0,132	0,528
23,344	1,891	0,193	1,573	0,818	0,161	0,111	0,542
23,360	1,014	0,364	2,140	0,814	0,145	0,099	0,554
23,376	0,196	0,475	2,610	0,812	0,133	0,094	0,562
23,392	-0,378	0,485	2,847	0,812	0,128	0,094	0,564
23,408	-0,671	0,392	2,811	0,814	0,130	0,096	0,558
23,424	-0,685	0,221	2,498	0,821	0,141	0,097	0,544
23,440	-0,456	0,082	2,033	0,831	0,157	0,096	0,523
23,456	-0,069	0,001	1,468	0,843	0,178	0,094	0,496
23,472	0,380	-0,019	0,887	0,856	0,200	0,094	0,464
23,488	0,805	-0,013	0,363	0,870	0,220	0,094	0,427
23,504	1,134	-0,015	-0,057	0,884	0,237	0,096	0,389
23,520	1,324	-0,047	-0,367	0,898	0,248	0,099	0,350
23,536	1,358	-0,106	-0,587	0,911	0,253	0,103	0,314
23,552	1,255	-0,173	-0,744	0,922	0,252	0,109	0,280
23,568	1,069	-0,229	-0,848	0,932	0,246	0,119	0,249
23,584	0,867	-0,254	-0,899	0,939	0,235	0,133	0,221
23,600	0,702	-0,237	-0,900	0,944	0,222	0,153	0,195
23,616	0,604	-0,176	-0,852	0,947	0,206	0,181	0,172
23,632	0,578	-0,084	-0,748	0,945	0,189	0,216	0,151
23,648	0,610	0,009	-0,585	0,940	0,170	0,258	0,133
23,664	0,663	0,069	-0,374	0,931	0,149	0,304	0,119
23,680	0,706	0,070	-0,135	0,918	0,127	0,353	0,109
23,696	0,722	0,010	0,110	0,902	0,101	0,403	0,104
23,712	0,704	-0,087	0,353	0,882	0,074	0,453	0,105
23,728	0,639	-0,194	0,599	0,858	0,044	0,501	0,109
23,744	0,506	-0,294	0,843	0,830	0,012	0,546	0,117
23,760	0,301	-0,382	1,033	0,800	-0,023	0,588	0,127
23,776	0,045	-0,452	1,116	0,767	-0,060	0,626	0,137
23,792	-0,248	-0,505	1,052	0,729	-0,105	0,662	0,147
23,808	-0,497	-0,524	0,869	0,694	-0,147	0,690	0,155
23,824	-0,724	-0,508	0,601	0,657	-0,190	0,714	0,160
23,840	-0,932	-0,453	0,276	0,619	-0,235	0,734	0,163
23,856	-1,108	-0,357	-0,094	0,580	-0,278	0,750	0,162
23,872	-1,220	-0,217	-0,499	0,542	-0,321	0,762	0,157
23,888	-1,246	-0,038	-0,919	0,505	-0,361	0,772	0,149
23,904	-1,166	0,173	-1,325	0,471	-0,398	0,778	0,137
23,920	-0,983	0,401	-1,678	0,442	-0,431	0,781	0,122
23,936	-0,701	0,622	-1,950	0,417	-0,458	0,782	0,105
23,952	-0,320	0,798	-2,129	0,400	-0,479	0,781	0,088
23,968	0,144	0,889	-2,227	0,390	-0,492	0,779	0,072
23,984	0,650	0,878	-2,259	0,387	-0,499	0,776	0,058
24,000	1,121	0,771	-2,238	0,391	-0,500	0,774	0,047
24,016	1,474	0,591	-2,180	0,400	-0,495	0,772	0,042
24,032	1,634	0,372	-2,100	0,412	-0,486	0,770	0,043
24,048	1,560	0,148	-2,001	0,427	-0,472	0,768	0,052
24,064	1,265	-0,051	-1,876	0,444	-0,456	0,767	0,068
24,080	0,810	-0,213	-1,725	0,463	-0,439	0,763	0,090
24,096	0,285	-0,331	-1,564	0,482	-0,421	0,758	0,116
24,112	-0,222	-0,413	-1,417	0,503	-0,404	0,749	0,143
24,128	-0,648	-0,463	-1,303	0,526	-0,389	0,736	0,171
24,144	-0,958	-0,482	-1,230	0,551	-0,376	0,718	0,198
24,160	-1,172	-0,466	-1,195	0,579	-0,366	0,693	0,227
24,176	-1,279	-0,424	-1,217	0,606	-0,359	0,665	0,251
24,192	-1,349	-0,367	-1,299	0,633	-0,354	0,633	0,274
24,208	-1,427	-0,311	-1,420	0,660	-0,348	0,597	0,296
24,224	-1,545	-0,263	-1,517	0,685	-0,341	0,560	0,319
24,240	-1,709	-0,230	-1,515	0,707	-0,330	0,524	0,343
24,256	-1,911	-0,224	-1,366	0,727	-0,314	0,489	0,367
24,272	-2,123	-0,258	-1,048	0,744	-0,290	0,458	0,392
24,288	-2,272	-0,316	-0,557	0,758	-0,259	0,431	0,417
24,304	-2,266	-0,346	0,098	0,769	-0,219	0,408	0,440
24,320	-2,041	-0,299	0,889	0,778	-0,172	0,389	0,462
24,336	-1,583	-0,163	1,723	0,785	-0,120	0,371	0,479
24,352	-0,923	0,019	2,453	0,791	-0,065	0,354	0,492
24,368	-0,141	0,181	2,955	0,798	-0,011	0,335	0,501
24,384	0,660	0,273	3,167	0,805	0,039	0,313	0,504
24,400	1,378	0,288	3,100	0,812	0,082	0,288	0,504
24,416	1,941	0,251	2,824	0,820	0,117	0,260	0,502
24,432	2,337	0,190	2,439	0,827	0,143	0,230	0,500
24,448	2,618	0,121	2,016	0,832	0,161	0,199	0,498
24,464	2,883	0,056	1,551	0,835	0,171	0,168	0,500
24,480	3,003	0,092	1,160	0,836	0,174	0,140	0,505
24,496	2,646	0,178	1,069	0,835	0,169	0,115	0,513
24,512	1,914	0,286	1,236	0,833	0,160	0,096	0,523
24,528	0,966	0,352	1,567	0,830	0,150	0,084	0,532
24,544	0,233	0,347	1,837	0,829	0,144	0,080	0,536
24,560	-0,252	0,285	1,966	0,830	0,142	0,080	0,534
24,576	-0,479	0,174	1,934	0,834	0,145	0,082	0,526
24,592	-0,471	0,045	1,756	0,840	0,153	0,084	0,513
24,608	-0,256	-0,038	1,455	0,849	0,164	0,087	0,493
24,624	0,094	-0,041	1,070	0,859	0,178	0,091	0,469
24,640	0,488	0,028	0,660	0,871	0,193	0,096	0,440
24,656	0,838	0,135	0,278	0,882	0,206	0,102	0,409
24,672	1,087	0,231	-0,031	0,894	0,214	0,109	0,378
24,688	1,215	0,255	-0,398	0,916	0,212	0,122	0,322
24,704	1,135	0,170	-0,473	0,925	0,201	0,129	0,300
24,720	1,135	0,170	-0,473	0,925	0,201	0,129	0,300
24,736	1,013	0,045	-0,499	0,933	0,186	0,139	0,281
24,752	0,781	-0,211	-0,466	0,942	0,144	0,170	0,255
24,768	0,699	-0,308	-0,408	0,942	0,119	0,193	0,247
24,784	0,648	-0,380	-0,284	0,939	0,094	0,223	0,242
24,800	0,618	-0,424	-0,076	0,932	0,067	0,258	0,239
24,816	0,585	-0,428	0,201	0,921	0,041	0,299	0,239
24,832	0,529	-0,386	0,517	0,906	0,015	0,343	0,241
24,848	0,427	-0,304	0,815	0,887	-0,011	0,388	0,244
24,864	0,268	-0,202	1,041	0,865	-0,038	0,433	0,248
24,880	0,055	-0,104	1,160	0,841	-0,066	0,476	0,250
24,896	-0,211	-0,028	1,153	0,812	-0,098	0,520	0,251
24,912	-0,440	0,007	1,019	0,785	-0,130	0,555	0,249
24,928	-0,619	0,010	0,785	0,758	-0,162	0,587	0,243
24,944	-0,743	-0,048	0,484	0,729	-0,196	0,615	0,234
24,960	-0,834	-0,183	0,161	0,699	-0,231	0,642	0,220
24,976	-0,907	-0,374	-0,154	0,666	-0,267	0,667	0,204
24,992	-0,956	-0,560	-0,456	0,632	-0,302	0,690	0,185
25,008	-0,971	-0,660	-0,744	0,594	-0,337	0,711	0,166
25,024	-0,975	-0,616	-1,001	0,555	-0,371	0,730	0,146
25,040	-0,985	-0,431	-1,231	0,517	-0,403	0,745	0,127
25,056	-0,971	-0,150	-1,456	0,480	-0,434	0,756	0,109
25,072	-0,858	0,162	-1,682	0,447	-0,463	0,763	0,090
25,088	-0,575	0,448	-1,892	0,421	-0,488	0,765	0,069
25,104	-0,115	0,666	-2,065	0,402	-0,509	0,764	0,048
25,120	0,452	0,788	-2,177	0,389	-0,526	0,760	0,028
25,136	1,011	0,805	-2,205	0,382	-0,537	0,756	0,011
25,152	1,446	0,728	-2,154	0,379	-0,542	0,753	0,001
25,168	1,679	0,578	-2,050	0,380	-0,542	0,751	-0,002
25,184	1,679	0,386	-1,926	0,386	-0,537	0,751	0,004
25,200	1,458	0,192	-1,809	0,393	-0,527	0,752	0,019
25,216	1,060	0,028	-1,712	0,404	-0,513	0,754	0,041
25,232	0,558	-0,090	-1,638	0,417	-0,497	0,755	0,068
25,248	0,041	-0,165	-1,580	0,433	-0,479	0,755	0,098
25,264	-0,458	-0,219	-1,528	0,454	-0,456	0,752	0,133
25,280	-0,789	-0,259	-1,489	0,477	-0,435	0,745	0,163
25,296	-0,997	-0,307	-1,459	0,503	-0,414	0,734	0,192
25,312	-1,100	-0,367	-1,438	0,533	-0,393	0,717	0,218
25,328	-1,135	-0,428	-1,423	0,566	-0,373	0,695	0,243
25,344	-1,139	-0,475	-1,410	0,599	-0,353	0,667	0,267
25,360	-1,146	-0,498	-1,400	0,633	-0,335	0,634	0,291
25,376	-1,196	-0,496	-1,388	0,666	-0,318	0,597	0,315
25,392	-1,321	-0,484	-1,351	0,696	-0,300	0,558	0,340
25,408	-1,535	-0,481	-1,261	0,722	-0,281	0,518	0,365
25,424	-1,833	-0,502	-1,080	0,744	-0,259	0,478	0,391
25,440	-2,152	-0,553	-0,747	0,761	-0,232	0,441	0,418
25,456	-2,381	-0,615	-0,220	0,774	-0,199	0,406	0,445
25,472	-2,394	-0,625	0,499	0,783	-0,158	0,375	0,471
25,488	-2,096	-0,512	1,351	0,789	-0,110	0,347	0,495
25,504	-1,483	-0,235	2,195	0,792	-0,055	0,320	0,516
25,520	-0,625	0,177	2,868	0,793	0,002	0,295	0,531
25,536	0,347	0,619	3,258	0,795	0,058	0,269	0,541
25,552	1,291	0,961	3,348	0,797	0,109	0,241	0,546
25,568	2,098	1,141	3,207	0,800	0,151	0,213	0,546
25,584	2,752	1,196	2,916	0,804	0,182	0,184	0,542
25,600	3,287	1,180	2,525	0,809	0,202	0,156	0,536
25,616	3,712	1,125	2,055	0,816	0,209	0,130	0,530
25,632	3,709	1,045	1,740	0,823	0,203	0,106	0,525
25,648	2,999	0,790	1,730	0,832	0,184	0,083	0,519
25,664	1,935	0,396	1,868	0,840	0,162	0,066	0,513
25,680	0,795	-0,054	1,996	0,850	0,139	0,054	0,506
25,696	-0,143	-0,465	2,053	0,860	0,120	0,045	0,495
25,712	-0,740	-0,750	1,992	0,869	0,109	0,040	0,481
25,728	-0,947	-0,887	1,819	0,879	0,108	0,039	0,463
25,744	-0,804	-0,865	1,546	0,889	0,115	0,040	0,442
25,760	-0,410	-0,700	1,195	0,897	0,130	0,045	0,418
25,776	0,101	-0,441	0,803	0,906	0,149	0,052	0,392
25,792	0,602	-0,148	0,404	0,914	0,168	0,059	0,364
25,808	0,999	0,121	0,026	0,921	0,185	0,066	0,336
25,824	1,247	0,320	-0,304	0,928	0,197	0,071	0,311
25,840	1,346	0,416	-0,570	0,935	0,202	0,075	0,288
25,856	1,319	0,409	-0,763	0,941	0,200	0,077	0,269
25,872	1,208	0,329	-0,885	0,946	0,192	0,081	0,255
25,888	1,061	0,208	-0,933	0,950	0,179	0,087	0,245
25,904	0,919	0,079	-0,907	0,953	0,162	0,099	0,239
25,920	0,819	-0,035	-0,808	0,953	0,143	0,118	0,237
25,936	0,782	-0,125	-0,629	0,952	0,122	0,145	0,237
25,952	0,807	-0,188	-0,364	0,946	0,099	0,181	0,239
25,968	0,863	-0,225	-0,031	0,937	0,075	0,225	0,243
25,984	0,906	-0,248	0,348	0,924	0,051	0,275	0,248
26,000	0,890	-0,262	0,747	0,906	0,025	0,329	0,254
26,016	0,760	-0,269	1,167	0,882	-0,005	0,388	0,262
