	Unnamed							
Time	ax	ay	az	qx	qy	qz	qw
6,448	0,978	-0,611	0,411	0,903	0,061	0,204	0,376
6,464	1,006	-0,509	0,399	0,910	0,058	0,219	0,351
6,480	0,981	-0,371	0,425	0,913	0,052	0,240	0,327
6,496	0,896	-0,245	0,476	0,914	0,043	0,267	0,304
6,512	0,756	-0,159	0,534	0,911	0,031	0,298	0,282
6,528	0,586	-0,125	0,594	0,904	0,014	0,334	0,262
6,544	0,415	-0,157	0,681	0,893	-0,006	0,373	0,244
6,560	0,233	-0,259	0,782	0,879	-0,030	0,414	0,229
6,576	0,032	-0,393	0,828	0,860	-0,058	0,455	0,217
6,592	-0,175	-0,516	0,803	0,839	-0,089	0,494	0,207
6,608	-0,363	-0,616	0,737	0,814	-0,122	0,532	0,198
6,624	-0,531	-0,691	0,639	0,785	-0,159	0,568	0,191
6,640	-0,704	-0,736	0,494	0,752	-0,197	0,602	0,183
6,656	-0,908	-0,742	0,290	0,714	-0,238	0,634	0,176
6,672	-1,134	-0,693	0,006	0,673	-0,280	0,664	0,167
6,688	-1,345	-0,569	-0,364	0,629	-0,322	0,690	0,157
6,704	-1,507	-0,331	-0,830	0,580	-0,367	0,714	0,144
6,720	-1,553	-0,049	-1,227	0,538	-0,404	0,732	0,129
6,736	-1,482	0,248	-1,555	0,499	-0,436	0,745	0,113
6,752	-1,286	0,508	-1,802	0,465	-0,463	0,754	0,094
6,768	-0,964	0,692	-1,964	0,436	-0,485	0,760	0,073
6,784	-0,537	0,790	-2,040	0,412	-0,502	0,764	0,050
6,800	-0,052	0,807	-2,031	0,393	-0,515	0,766	0,027
6,816	0,429	0,759	-1,941	0,378	-0,522	0,768	0,006
6,832	0,855	0,666	-1,782	0,366	-0,526	0,770	-0,013
6,848	1,203	0,563	-1,600	0,357	-0,527	0,773	-0,028
6,864	1,462	0,482	-1,450	0,352	-0,524	0,776	-0,040
6,880	1,608	0,434	-1,368	0,350	-0,519	0,780	-0,046
6,896	1,621	0,409	-1,351	0,351	-0,512	0,783	-0,046
6,912	1,499	0,387	-1,377	0,354	-0,503	0,787	-0,041
6,928	1,277	0,350	-1,421	0,360	-0,493	0,791	-0,030
6,944	1,003	0,282	-1,476	0,369	-0,481	0,794	-0,014
6,960	0,716	0,180	-1,545	0,382	-0,468	0,796	0,005
6,976	0,438	0,047	-1,626	0,400	-0,454	0,795	0,027
6,992	0,177	-0,102	-1,710	0,422	-0,438	0,791	0,051
7,008	-0,068	-0,249	-1,798	0,448	-0,423	0,783	0,076
7,024	-0,307	-0,385	-1,894	0,479	-0,407	0,770	0,103
7,040	-0,548	-0,507	-2,002	0,512	-0,391	0,752	0,130
7,056	-0,797	-0,614	-2,117	0,548	-0,376	0,728	0,158
7,072	-1,072	-0,713	-2,228	0,585	-0,361	0,700	0,188
7,088	-1,454	-0,815	-2,330	0,624	-0,344	0,663	0,224
7,104	-1,899	-0,907	-2,335	0,657	-0,327	0,627	0,258
7,120	-2,405	-1,003	-2,171	0,687	-0,306	0,589	0,295
7,136	-2,888	-1,100	-1,786	0,712	-0,279	0,550	0,335
7,152	-3,245	-1,153	-1,151	0,731	-0,244	0,514	0,375
7,168	-3,363	-1,072	-0,243	0,746	-0,201	0,480	0,416
7,184	-3,136	-0,773	0,885	0,754	-0,149	0,449	0,454
7,200	-2,518	-0,270	2,049	0,760	-0,090	0,420	0,487
7,216	-1,587	0,268	2,982	0,763	-0,027	0,390	0,514
7,232	-0,501	0,650	3,488	0,766	0,035	0,359	0,533
7,248	0,573	0,805	3,530	0,769	0,093	0,326	0,546
7,264	1,538	0,845	3,206	0,772	0,144	0,294	0,551
7,280	2,356	0,927	2,675	0,775	0,187	0,264	0,551
7,296	3,017	1,106	2,087	0,779	0,220	0,238	0,548
7,312	3,541	1,276	1,545	0,782	0,239	0,215	0,543
7,328	3,900	1,325	1,143	0,787	0,244	0,196	0,540
7,344	3,685	1,140	1,124	0,793	0,232	0,178	0,539
7,360	2,804	0,790	1,505	0,799	0,206	0,161	0,540
7,376	1,590	0,436	2,077	0,807	0,172	0,147	0,542
7,392	0,401	0,163	2,589	0,815	0,137	0,136	0,542
7,408	-0,536	-0,049	2,892	0,825	0,107	0,128	0,537
7,424	-1,135	-0,251	2,927	0,836	0,086	0,124	0,526
7,440	-1,380	-0,442	2,698	0,849	0,076	0,121	0,509
7,456	-1,315	-0,587	2,245	0,863	0,076	0,120	0,485
7,472	-0,982	-0,664	1,573	0,880	0,086	0,121	0,451
7,488	-0,561	-0,656	0,940	0,894	0,101	0,124	0,417
7,504	-0,117	-0,587	0,390	0,907	0,119	0,129	0,380
7,520	0,289	-0,471	-0,024	0,919	0,136	0,134	0,344
7,536	0,614	-0,316	-0,313	0,929	0,150	0,141	0,310
7,552	0,832	-0,142	-0,515	0,937	0,160	0,148	0,279
7,568	0,942	0,016	-0,661	0,943	0,165	0,156	0,252
7,584	0,973	0,131	-0,762	0,947	0,165	0,167	0,231
7,600	0,974	0,195	-0,816	0,949	0,160	0,182	0,214
7,616	0,981	0,210	-0,816	0,948	0,153	0,201	0,203
7,632	1,010	0,173	-0,748	0,945	0,142	0,225	0,197
7,648	1,057	0,100	-0,590	0,938	0,130	0,255	0,195
7,664	1,100	0,013	-0,313	0,927	0,114	0,292	0,197
7,680	1,100	-0,072	0,089	0,912	0,096	0,336	0,202
7,696	1,015	-0,135	0,588	0,891	0,075	0,387	0,208
7,712	0,813	-0,152	1,117	0,865	0,051	0,442	0,215
7,728	0,491	-0,128	1,575	0,834	0,024	0,498	0,222
7,744	0,083	-0,088	1,862	0,799	-0,005	0,552	0,228
7,760	-0,347	-0,063	1,927	0,763	-0,038	0,602	0,231
7,776	-0,736	-0,074	1,775	0,727	-0,073	0,645	0,231
7,792	-1,034	-0,132	1,453	0,690	-0,111	0,683	0,226
7,808	-1,225	-0,246	1,035	0,653	-0,150	0,715	0,217
7,824	-1,308	-0,409	0,577	0,615	-0,190	0,742	0,203
7,840	-1,285	-0,617	0,039	0,571	-0,235	0,768	0,183
7,856	-1,191	-0,768	-0,472	0,530	-0,276	0,787	0,162
7,872	-1,079	-0,812	-0,979	0,487	-0,316	0,803	0,140
7,888	-1,003	-0,700	-1,440	0,444	-0,355	0,815	0,119
7,904	-0,962	-0,430	-1,839	0,403	-0,392	0,822	0,099
7,920	-0,895	-0,056	-2,157	0,367	-0,425	0,826	0,080
7,936	-0,437	0,647	-2,442	0,319	-0,477	0,822	0,042
7,952	-0,005	0,831	-2,382	0,308	-0,495	0,817	0,024
7,968	0,505	0,871	-2,211	0,305	-0,507	0,810	0,006
7,984	1,019	0,789	-1,969	0,308	-0,513	0,804	-0,010
8,000	1,461	0,627	-1,706	0,317	-0,515	0,798	-0,022
8,016	1,768	0,430	-1,472	0,329	-0,513	0,793	-0,029
8,032	1,892	0,243	-1,300	0,344	-0,508	0,789	-0,029
8,048	1,814	0,097	-1,199	0,359	-0,502	0,786	-0,023
8,064	1,555	0,009	-1,176	0,374	-0,495	0,783	-0,011
8,080	1,171	-0,031	-1,230	0,390	-0,488	0,780	0,007
8,096	0,731	-0,048	-1,360	0,407	-0,482	0,775	0,027
8,112	0,301	-0,070	-1,552	0,426	-0,476	0,768	0,049
8,128	-0,082	-0,115	-1,780	0,447	-0,471	0,757	0,072
8,144	-0,403	-0,185	-2,018	0,472	-0,466	0,742	0,095
8,160	-0,668	-0,273	-2,249	0,501	-0,462	0,722	0,119
8,176	-0,900	-0,359	-2,463	0,532	-0,457	0,698	0,143
8,192	-1,173	-0,433	-2,656	0,568	-0,450	0,666	0,171
8,208	-1,478	-0,473	-2,742	0,601	-0,440	0,635	0,199
8,224	-1,865	-0,491	-2,712	0,632	-0,427	0,602	0,231
8,240	-2,331	-0,508	-2,526	0,661	-0,408	0,570	0,265
8,256	-2,818	-0,566	-2,134	0,688	-0,381	0,538	0,302
8,272	-3,218	-0,674	-1,497	0,710	-0,345	0,508	0,340
8,288	-3,414	-0,790	-0,613	0,729	-0,301	0,481	0,380
8,304	-3,324	-0,837	0,464	0,744	-0,246	0,457	0,417
8,320	-2,903	-0,734	1,615	0,755	-0,184	0,435	0,451
8,336	-2,155	-0,440	2,684	0,763	-0,116	0,414	0,480
8,352	-1,145	0,019	3,524	0,768	-0,046	0,392	0,503
8,368	0,007	0,547	4,017	0,773	0,021	0,370	0,518
8,384	1,137	0,972	4,103	0,778	0,080	0,346	0,525
8,400	2,061	1,152	3,813	0,783	0,128	0,319	0,527
8,416	2,671	1,070	3,272	0,790	0,163	0,289	0,526
8,432	3,005	0,832	2,658	0,798	0,183	0,258	0,524
8,448	3,221	0,556	2,099	0,805	0,190	0,227	0,523
8,464	3,402	0,354	1,660	0,810	0,185	0,198	0,525
8,480	3,152	0,216	1,519	0,813	0,170	0,172	0,532
8,496	2,407	0,146	1,671	0,815	0,146	0,150	0,541
8,512	1,394	0,127	1,962	0,815	0,121	0,134	0,550
8,528	0,369	0,129	2,243	0,815	0,099	0,126	0,556
8,544	-0,464	0,106	2,399	0,817	0,083	0,125	0,558
8,560	-1,013	0,039	2,380	0,820	0,077	0,127	0,553
8,576	-1,257	-0,057	2,144	0,827	0,081	0,132	0,540
8,592	-1,180	-0,119	1,753	0,836	0,092	0,135	0,523
8,608	-0,897	-0,124	1,242	0,847	0,108	0,139	0,500
8,624	-0,489	-0,084	0,703	0,859	0,127	0,141	0,474
8,640	-0,025	-0,044	0,238	0,871	0,144	0,144	0,445
8,656	0,431	-0,032	-0,099	0,884	0,158	0,146	0,415
8,672	0,812	-0,052	-0,321	0,896	0,167	0,149	0,386
8,688	1,062	-0,090	-0,468	0,907	0,170	0,152	0,358
8,704	1,181	-0,126	-0,576	0,917	0,169	0,157	0,331
8,720	1,215	-0,138	-0,658	0,925	0,162	0,164	0,308
8,736	1,204	-0,124	-0,710	0,931	0,150	0,175	0,288
8,752	1,175	-0,095	-0,722	0,935	0,134	0,192	0,270
8,768	1,147	-0,072	-0,673	0,935	0,115	0,216	0,255
8,784	1,125	-0,082	-0,533	0,932	0,091	0,248	0,244
8,800	1,095	-0,142	-0,290	0,924	0,063	0,286	0,235
8,816	1,020	-0,251	0,040	0,911	0,032	0,331	0,228
8,832	0,877	-0,372	0,424	0,892	-0,003	0,382	0,224
8,848	0,664	-0,453	0,832	0,865	-0,040	0,438	0,221
8,864	0,381	-0,467	1,233	0,831	-0,077	0,496	0,220
8,880	0,022	-0,446	1,559	0,791	-0,115	0,554	0,220
8,896	-0,394	-0,430	1,726	0,747	-0,153	0,606	0,222
8,912	-0,810	-0,428	1,663	0,704	-0,193	0,649	0,222
8,928	-1,169	-0,452	1,336	0,663	-0,234	0,682	0,220
8,944	-1,443	-0,502	0,738	0,621	-0,281	0,708	0,212
8,960	-1,565	-0,535	0,128	0,585	-0,324	0,723	0,202
8,976	-1,588	-0,516	-0,477	0,549	-0,365	0,734	0,187
8,992	-1,535	-0,398	-1,047	0,513	-0,405	0,741	0,170
9,008	-1,425	-0,160	-1,534	0,478	-0,442	0,746	0,152
9,024	-1,257	0,165	-1,908	0,443	-0,475	0,750	0,132
9,040	-1,017	0,522	-2,171	0,412	-0,504	0,753	0,111
9,056	-0,705	0,834	-2,326	0,384	-0,527	0,755	0,090
9,072	-0,324	1,033	-2,377	0,362	-0,544	0,756	0,069
9,088	0,125	1,089	-2,334	0,345	-0,556	0,758	0,048
9,104	0,609	1,009	-2,210	0,333	-0,563	0,759	0,029
9,120	1,066	0,824	-2,029	0,327	-0,564	0,761	0,013
9,136	1,429	0,583	-1,821	0,326	-0,560	0,763	0,001
9,152	1,629	0,336	-1,613	0,329	-0,553	0,767	-0,004
9,168	1,624	0,124	-1,430	0,336	-0,543	0,770	-0,001
9,184	1,417	-0,029	-1,296	0,345	-0,531	0,774	0,008
9,200	1,062	-0,121	-1,225	0,356	-0,517	0,777	0,023
9,216	0,645	-0,165	-1,227	0,370	-0,503	0,779	0,042
9,232	0,248	-0,182	-1,300	0,389	-0,490	0,777	0,064
9,248	-0,077	-0,198	-1,430	0,411	-0,477	0,772	0,086
9,264	-0,314	-0,238	-1,600	0,438	-0,465	0,762	0,108
9,280	-0,473	-0,308	-1,800	0,469	-0,453	0,746	0,129
9,296	-0,591	-0,401	-2,010	0,503	-0,443	0,725	0,151
9,312	-0,722	-0,502	-2,217	0,544	-0,431	0,697	0,177
9,328	-0,884	-0,560	-2,338	0,581	-0,419	0,666	0,202
9,344	-1,111	-0,565	-2,338	0,616	-0,407	0,633	0,229
9,360	-1,395	-0,511	-2,175	0,649	-0,391	0,598	0,260
9,376	-1,696	-0,411	-1,847	0,678	-0,373	0,563	0,292
9,392	-1,969	-0,304	-1,400	0,704	-0,351	0,527	0,325
9,408	-2,189	-0,254	-0,893	0,726	-0,325	0,492	0,357
9,424	-2,346	-0,303	-0,374	0,746	-0,295	0,457	0,388
9,440	-2,411	-0,419	0,167	0,762	-0,261	0,425	0,416
9,456	-2,297	-0,509	0,792	0,775	-0,221	0,396	0,442
9,472	-1,921	-0,460	1,515	0,785	-0,176	0,371	0,465
9,488	-1,256	-0,219	2,254	0,793	-0,127	0,349	0,484
9,504	-0,363	0,132	2,858	0,799	-0,077	0,329	0,499
9,520	0,606	0,428	3,176	0,805	-0,031	0,308	0,509
9,536	1,470	0,538	3,148	0,811	0,007	0,284	0,515
9,552	2,114	0,435	2,854	0,817	0,034	0,258	0,520
9,568	2,526	0,189	2,446	0,821	0,051	0,230	0,524
9,584	2,797	-0,090	2,037	0,823	0,057	0,204	0,531
9,600	2,821	-0,220	1,770	0,821	0,054	0,181	0,541
9,616	2,364	-0,138	1,822	0,816	0,044	0,162	0,554
9,632	1,566	0,103	2,050	0,809	0,031	0,149	0,569
9,648	0,608	0,389	2,306	0,801	0,018	0,143	0,582
9,664	-0,272	0,618	2,494	0,794	0,009	0,142	0,592
9,680	-0,885	0,748	2,531	0,791	0,007	0,143	0,596
9,696	-1,165	0,785	2,376	0,792	0,014	0,146	0,593
9,712	-1,073	0,742	2,091	0,798	0,026	0,149	0,583
9,728	-0,736	0,644	1,725	0,808	0,043	0,150	0,567
9,744	-0,266	0,503	1,336	0,821	0,063	0,151	0,545
9,760	0,233	0,334	0,978	0,837	0,082	0,152	0,518
9,776	0,684	0,157	0,681	0,853	0,098	0,153	0,487
9,792	1,037	-0,012	0,449	0,870	0,109	0,155	0,454
9,808	1,265	-0,171	0,271	0,887	0,115	0,158	0,420
9,824	1,362	-0,306	0,132	0,902	0,115	0,164	0,384
9,840	1,339	-0,397	0,003	0,916	0,110	0,173	0,349
9,856	1,220	-0,433	-0,131	0,927	0,101	0,186	0,315
9,872	1,039	-0,431	-0,267	0,935	0,089	0,204	0,282
9,888	0,836	-0,417	-0,380	0,939	0,074	0,226	0,251
9,904	0,650	-0,396	-0,443	0,940	0,056	0,254	0,223
9,920	0,509	-0,374	-0,433	0,937	0,036	0,286	0,199
9,936	0,398	-0,373	-0,363	0,930	0,015	0,321	0,179
9,952	0,296	-0,395	-0,264	0,919	-0,009	0,359	0,164
9,968	0,069	-0,440	-0,009	0,885	-0,060	0,437	0,146
9,984	-0,056	-0,437	0,139	0,863	-0,088	0,476	0,142
10,000	-0,184	-0,406	0,283	0,838	-0,117	0,514	0,142
10,016	-0,312	-0,355	0,406	0,811	-0,147	0,549	0,143
10,032	-0,445	-0,302	0,482	0,782	-0,177	0,582	0,144
10,048	-0,590	-0,243	0,469	0,749	-0,212	0,614	0,146
10,064	-0,590	-0,243	0,469	0,749	-0,212	0,614	0,146
10,080	-0,763	-0,132	0,153	0,688	-0,272	0,661	0,141
10,096	-0,763	-0,132	0,153	0,688	-0,272	0,661	0,141
10,112	-0,750	-0,041	-0,377	0,627	-0,328	0,697	0,125
10,128	-0,663	-0,002	-0,645	0,597	-0,353	0,713	0,114
10,144	-0,663	-0,002	-0,645	0,597	-0,353	0,713	0,114
10,160	-0,292	0,107	-1,048	0,534	-0,397	0,743	0,088
10,176	-0,066	0,174	-1,143	0,502	-0,415	0,756	0,075
10,192	0,109	0,240	-1,179	0,468	-0,432	0,770	0,063
10,208	0,208	0,310	-1,185	0,433	-0,447	0,782	0,053
10,224	0,245	0,387	-1,180	0,400	-0,459	0,793	0,044
10,240	0,249	0,457	-1,175	0,371	-0,470	0,802	0,036
10,256	0,256	0,504	-1,173	0,345	-0,479	0,809	0,029
10,272	0,293	0,516	-1,173	0,326	-0,485	0,814	0,022
10,288	0,364	0,492	-1,171	0,313	-0,489	0,817	0,016
10,304	0,458	0,444	-1,165	0,306	-0,491	0,818	0,010
10,320	0,557	0,384	-1,166	0,305	-0,491	0,818	0,006
10,336	0,646	0,321	-1,190	0,310	-0,490	0,816	0,004
10,352	0,714	0,255	-1,247	0,320	-0,487	0,813	0,004
10,368	0,757	0,185	-1,341	0,335	-0,482	0,810	0,006
10,384	0,761	0,113	-1,469	0,354	-0,476	0,805	0,010
10,400	0,713	0,041	-1,624	0,377	-0,469	0,798	0,017
10,416	0,600	-0,032	-1,800	0,402	-0,462	0,790	0,027
10,432	0,395	-0,121	-2,001	0,433	-0,453	0,778	0,042
10,448	0,141	-0,204	-2,166	0,462	-0,444	0,765	0,058
10,464	-0,166	-0,282	-2,292	0,492	-0,436	0,749	0,078
10,480	-0,507	-0,347	-2,362	0,523	-0,427	0,731	0,100
10,496	-0,862	-0,396	-2,371	0,553	-0,417	0,709	0,126
10,512	-1,218	-0,429	-2,320	0,584	-0,407	0,685	0,154
10,528	-1,563	-0,440	-2,210	0,613	-0,394	0,659	0,184
10,544	-1,892	-0,447	-2,046	0,641	-0,380	0,631	0,215
10,560	-2,215	-0,486	-1,849	0,668	-0,361	0,601	0,249
10,576	-2,539	-0,584	-1,592	0,693	-0,338	0,570	0,282
10,592	-2,826	-0,727	-1,187	0,716	-0,308	0,539	0,317
10,608	-2,991	-0,833	-0,543	0,735	-0,270	0,510	0,352
10,624	-2,950	-0,797	0,359	0,751	-0,224	0,484	0,387
10,640	-2,634	-0,571	1,440	0,763	-0,170	0,460	0,418
10,656	-2,016	-0,218	2,509	0,772	-0,111	0,436	0,445
10,672	-1,146	0,117	3,357	0,781	-0,051	0,412	0,467
10,688	-0,136	0,316	3,847	0,789	0,006	0,384	0,481
10,704	0,883	0,371	3,956	0,797	0,057	0,354	0,491
10,720	1,811	0,385	3,759	0,805	0,100	0,323	0,495
10,736	2,591	0,452	3,362	0,812	0,133	0,291	0,497
10,752	3,201	0,561	2,858	0,818	0,157	0,259	0,497
10,768	3,665	0,636	2,294	0,823	0,170	0,231	0,499
10,784	3,818	0,706	1,813	0,826	0,171	0,205	0,502
10,800	3,247	0,697	1,666	0,829	0,159	0,182	0,508
10,816	2,192	0,643	1,821	0,830	0,140	0,167	0,515
10,832	0,925	0,560	2,100	0,832	0,117	0,158	0,519
10,848	-0,238	0,430	2,358	0,835	0,097	0,153	0,520
10,864	-1,087	0,248	2,488	0,840	0,083	0,153	0,515
10,880	-1,545	0,029	2,434	0,847	0,076	0,154	0,503
10,896	-1,626	-0,189	2,190	0,857	0,079	0,155	0,484
10,912	-1,399	-0,358	1,792	0,869	0,089	0,157	0,458
10,928	-0,951	-0,428	1,305	0,882	0,106	0,160	0,426
10,944	-0,387	-0,405	0,798	0,895	0,126	0,163	0,390
10,960	0,193	-0,326	0,321	0,908	0,146	0,167	0,351
10,976	0,700	-0,221	-0,107	0,920	0,163	0,170	0,311
10,992	1,072	-0,104	-0,493	0,931	0,175	0,172	0,274
11,008	1,287	0,005	-0,827	0,941	0,181	0,171	0,241
11,024	1,363	0,086	-1,100	0,948	0,180	0,169	0,214
11,040	1,330	0,123	-1,304	0,955	0,174	0,167	0,193
11,056	1,233	0,120	-1,436	0,959	0,164	0,167	0,178
11,072	1,123	0,084	-1,479	0,961	0,150	0,172	0,170
11,088	1,045	0,017	-1,405	0,961	0,133	0,185	0,166
11,104	1,022	-0,077	-1,190	0,957	0,113	0,207	0,165
11,120	1,046	-0,181	-0,829	0,950	0,090	0,240	0,167
11,136	1,084	-0,264	-0,329	0,937	0,065	0,284	0,169
11,152	1,089	-0,301	0,286	0,918	0,039	0,339	0,172
11,168	0,992	-0,288	1,029	0,889	0,008	0,408	0,176
11,184	0,780	-0,252	1,641	0,855	-0,021	0,473	0,180
11,200	0,449	-0,230	2,098	0,818	-0,052	0,537	0,183
11,216	0,024	-0,257	2,314	0,778	-0,087	0,593	0,186
11,232	-0,439	-0,342	2,224	0,738	-0,125	0,640	0,187
11,248	-0,869	-0,472	1,833	0,700	-0,168	0,676	0,185
11,264	-1,200	-0,606	1,241	0,663	-0,213	0,703	0,178
11,280	-1,415	-0,699	0,587	0,626	-0,259	0,723	0,168
11,296	-1,535	-0,720	-0,048	0,587	-0,305	0,739	0,154
11,312	-1,579	-0,639	-0,635	0,548	-0,349	0,751	0,137
11,328	-1,554	-0,443	-1,167	0,509	-0,391	0,760	0,118
11,344	-1,456	-0,154	-1,635	0,473	-0,429	0,766	0,098
11,360	-1,260	0,170	-2,018	0,440	-0,462	0,769	0,075
11,376	-0,930	0,472	-2,304	0,414	-0,489	0,769	0,052
11,392	-0,450	0,713	-2,478	0,395	-0,510	0,767	0,029
11,408	0,141	0,863	-2,539	0,382	-0,524	0,765	0,006
11,424	0,755	0,890	-2,493	0,375	-0,532	0,763	-0,013
11,440	1,284	0,791	-2,353	0,373	-0,534	0,761	-0,025
11,456	1,634	0,598	-2,144	0,374	-0,531	0,762	-0,031
11,472	1,748	0,355	-1,910	0,377	-0,525	0,764	-0,029
11,488	1,621	0,120	-1,687	0,382	-0,515	0,767	-0,018
11,504	1,293	-0,051	-1,492	0,390	-0,504	0,770	0,000
11,520	0,838	-0,135	-1,333	0,399	-0,492	0,772	0,024
11,536	0,350	-0,140	-1,223	0,411	-0,479	0,772	0,052
11,552	-0,121	-0,098	-1,186	0,429	-0,466	0,768	0,083
11,568	-0,422	-0,064	-1,254	0,450	-0,455	0,760	0,109
11,584	-0,600	-0,068	-1,430	0,477	-0,445	0,746	0,134
11,600	-0,694	-0,118	-1,705	0,508	-0,436	0,725	0,156
11,616	-0,776	-0,206	-2,037	0,543	-0,427	0,700	0,177
11,632	-0,908	-0,315	-2,355	0,580	-0,417	0,670	0,199
11,648	-1,124	-0,422	-2,584	0,617	-0,404	0,637	0,222
11,664	-1,433	-0,506	-2,665	0,651	-0,389	0,602	0,248
11,680	-1,814	-0,570	-2,558	0,682	-0,368	0,567	0,276
11,696	-2,219	-0,635	-2,236	0,709	-0,343	0,534	0,307
11,712	-2,576	-0,721	-1,706	0,732	-0,310	0,504	0,340
11,728	-2,815	-0,812	-0,991	0,749	-0,271	0,475	0,373
11,744	-2,854	-0,874	-0,113	0,763	-0,225	0,449	0,406
11,760	-2,633	-0,857	0,864	0,774	-0,172	0,424	0,437
11,776	-2,144	-0,717	1,829	0,781	-0,113	0,400	0,464
11,792	-1,413	-0,432	2,643	0,786	-0,051	0,375	0,488
11,808	-0,511	-0,022	3,183	0,789	0,012	0,349	0,506
11,824	0,454	0,442	3,388	0,790	0,071	0,322	0,519
11,840	1,353	0,857	3,275	0,792	0,124	0,294	0,526
11,856	2,083	1,127	2,933	0,794	0,166	0,265	0,530
11,872	2,620	1,222	2,493	0,797	0,196	0,237	0,529
11,888	3,022	1,198	2,069	0,801	0,214	0,210	0,527
11,904	3,371	1,102	1,700	0,806	0,218	0,185	0,526
11,920	3,433	0,954	1,501	0,811	0,208	0,159	0,527
11,936	2,839	0,729	1,731	0,816	0,186	0,139	0,530
11,952	1,843	0,483	2,195	0,821	0,157	0,124	0,533
11,968	0,730	0,249	2,633	0,826	0,129	0,116	0,534
11,984	-0,307	-0,015	2,881	0,833	0,105	0,112	0,531
12,000	-1,124	-0,311	2,888	0,840	0,089	0,109	0,524
12,016	-1,583	-0,568	2,658	0,849	0,083	0,109	0,511
12,032	-1,637	-0,711	2,233	0,859	0,087	0,110	0,493
12,048	-1,337	-0,707	1,685	0,869	0,101	0,114	0,469
12,064	-0,797	-0,571	1,104	0,879	0,122	0,120	0,442
12,080	-0,155	-0,356	0,565	0,890	0,145	0,127	0,411
12,096	0,461	-0,117	0,102	0,899	0,166	0,135	0,379
12,112	1,322	0,260	-0,546	0,918	0,192	0,147	0,319
12,128	1,525	0,342	-0,737	0,926	0,194	0,151	0,294
12,144	1,525	0,342	-0,737	0,926	0,194	0,151	0,294
12,160	1,551	0,291	-0,907	0,939	0,175	0,159	0,258
12,176	1,453	0,186	-0,901	0,943	0,157	0,168	0,246
12,192	1,333	0,053	-0,826	0,945	0,135	0,182	0,238
12,208	1,220	-0,096	-0,660	0,944	0,111	0,204	0,233
12,224	1,121	-0,244	-0,384	0,938	0,084	0,236	0,231
12,240	1,023	-0,370	-0,012	0,928	0,056	0,278	0,230
12,256	0,899	-0,459	0,428	0,911	0,028	0,328	0,230
12,272	0,700	-0,495	0,956	0,885	-0,005	0,391	0,232
12,288	0,452	-0,471	1,406	0,855	-0,036	0,451	0,235
12,304	0,131	-0,417	1,764	0,820	-0,069	0,510	0,238
12,320	-0,245	-0,382	1,945	0,783	-0,104	0,563	0,242
12,336	-0,641	-0,378	1,884	0,745	-0,142	0,607	0,244
12,352	-1,013	-0,404	1,567	0,710	-0,183	0,641	0,244
12,368	-1,305	-0,444	1,037	0,677	-0,226	0,665	0,240
12,384	-1,459	-0,474	0,405	0,646	-0,270	0,683	0,230
12,400	-1,464	-0,488	-0,226	0,616	-0,312	0,696	0,217
12,416	-1,360	-0,479	-0,792	0,584	-0,352	0,708	0,200
12,432	-1,207	-0,415	-1,245	0,549	-0,390	0,719	0,182
12,448	-1,050	-0,256	-1,561	0,511	-0,424	0,731	0,162
12,464	-0,920	-0,007	-1,747	0,472	-0,454	0,743	0,142
12,480	-0,807	0,281	-1,863	0,433	-0,481	0,753	0,123
12,496	-0,654	0,548	-1,972	0,397	-0,504	0,762	0,102
12,512	-0,397	0,752	-2,087	0,366	-0,523	0,768	0,080
12,528	-0,018	0,866	-2,190	0,341	-0,538	0,772	0,057
12,544	0,442	0,883	-2,247	0,324	-0,548	0,774	0,036
12,560	0,900	0,811	-2,227	0,313	-0,553	0,776	0,018
12,576	1,266	0,667	-2,129	0,309	-0,553	0,777	0,006
12,592	1,484	0,483	-1,979	0,311	-0,549	0,778	0,001
12,608	1,530	0,289	-1,817	0,319	-0,541	0,779	0,004
12,624	1,408	0,111	-1,671	0,330	-0,531	0,780	0,014
12,640	1,118	-0,049	-1,539	0,347	-0,517	0,781	0,033
12,656	0,777	-0,144	-1,456	0,365	-0,503	0,780	0,055
12,672	0,412	-0,196	-1,411	0,385	-0,489	0,777	0,079
12,688	0,064	-0,221	-1,409	0,408	-0,476	0,771	0,104
12,704	-0,245	-0,241	-1,448	0,433	-0,464	0,762	0,129
12,720	-0,506	-0,268	-1,529	0,461	-0,453	0,748	0,153
12,736	-0,718	-0,305	-1,653	0,491	-0,444	0,729	0,175
12,752	-0,891	-0,340	-1,809	0,524	-0,435	0,706	0,196
12,768	-1,045	-0,362	-1,970	0,557	-0,427	0,679	0,216
12,784	-1,211	-0,365	-2,107	0,591	-0,418	0,648	0,237
12,800	-1,421	-0,353	-2,196	0,624	-0,408	0,615	0,259
12,816	-1,706	-0,348	-2,211	0,655	-0,394	0,580	0,283
12,832	-2,074	-0,376	-2,120	0,683	-0,376	0,544	0,309
12,848	-2,501	-0,458	-1,872	0,709	-0,352	0,510	0,338
12,864	-2,888	-0,601	-1,376	0,730	-0,320	0,478	0,368
12,880	-3,099	-0,753	-0,598	0,748	-0,278	0,449	0,399
12,896	-3,013	-0,832	0,407	0,763	-0,226	0,423	0,430
12,912	-2,575	-0,769	1,510	0,773	-0,166	0,400	0,458
12,928	-1,807	-0,547	2,539	0,780	-0,100	0,380	0,482
